,total_passes,successful_passes,pass_completion_pct,passes_into_final_third,progressive_carries,total_pressured_receipts,successful_pressured_receipts,pressure_receipt_pct,total_pressures,final_third_pressures,counterpressures,high_ball_recoveries,avg_defensive_distance,successful_long_passes,total_pass_distance,total_forward_distance,pass_directness_ratio,explosive_carries,total_shots,total_xg,avg_shot_quality,touches_in_box,aerial_duels_won,avg_receipt_distance_from_goal,minutes_played,total_passes_per90,successful_passes_per90,passes_into_final_third_per90,progressive_carries_per90,total_pressured_receipts_per90,successful_pressured_receipts_per90,total_pressures_per90,final_third_pressures_per90,counterpressures_per90,high_ball_recoveries_per90,successful_long_passes_per90,total_pass_distance_per90,total_forward_distance_per90,explosive_carries_per90,total_shots_per90,total_xg_per90,touches_in_box_per90,aerial_duels_won_per90,team_name,primary_position,competition,season
Gianluigi Donnarumma,360.0,324.0,0.9,0.0,6.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,8916.729560949025,5739.7,0.6437001325168723,2.0,0.0,0.0,0.0,0.0,0.0,110.36680773904158,1217,26.622843056696794,23.960558751027115,0.0,0.4437140509449466,1.1832374691865242,1.1832374691865242,0.0,0.0,0.0,0.0,5.768282662284305,659.4130324448745,424.46425636811836,0.14790468364831552,0.0,0.0,0.0,0.0,Paris Saint-Germain,Goalkeeper,Ligue 1,2021/2022
Idrissa Gana Gueye,1132.0,1062.0,0.9381625441696113,100.0,43.0,53.0,51.0,0.9622641509433962,574.7196134951848,107.84497661191261,111.66059620607328,67.76368179297151,44.98333333333333,84.0,18903.1400026604,6321.0,0.3343888898410736,58.0,17.0,1.0665387764999998,0.06273757508823528,39.0,8.0,60.99871240707231,1398,72.87553648068669,68.36909871244636,6.437768240343348,2.7682403433476397,3.412017167381974,3.2832618025751072,36.99911674861705,6.942809653127421,7.188450399532615,4.362468784955247,5.407725321888412,1216.9403435189097,406.93133047210296,3.733905579399142,1.094420600858369,0.0686612946244635,2.510729613733906,0.5150214592274678,Paris Saint-Germain,Left Center Midfield,Ligue 1,2021/2022
Juan Bernat Velasco,599.0,556.0,0.9282136894824707,27.0,35.0,23.0,23.0,1.0,143.27944851993564,38.39078704006338,47.55706740434836,7.525490721723432,40.93921568627451,15.0,8312.722634483855,1995.0,0.23999357222916312,30.0,1.0,0.1098795,0.1098795,52.0,5.0,65.25919948719286,813,66.30996309963099,61.54981549815498,2.988929889298893,3.874538745387454,2.5461254612546123,2.5461254612546123,15.861193563092506,4.24990262436126,5.264620007861442,0.8330801536963208,1.6605166051660516,920.2275979133418,220.84870848708485,3.321033210332103,0.11070110701107011,0.012163782287822878,5.756457564575645,0.5535055350553506,Paris Saint-Germain,Left Back,Ligue 1,2021/2022
Keylor Navas Gamboa,339.0,308.0,0.9085545722713865,1.0,1.0,10.0,10.0,1.0,1.6682459811399726,0.0,0.0,0.0,0.0,74.0,8685.921128437161,5778.6,0.6652834989580122,2.0,0.0,0.0,0.0,0.0,0.0,111.2229826174838,1211,25.194054500412882,22.89017341040462,0.07431874483897605,0.07431874483897605,0.7431874483897605,0.7431874483897605,0.12398194740098888,0.0,0.0,0.0,5.499587118084228,645.5267560357923,429.45829892650704,0.1486374896779521,0.0,0.0,0.0,0.0,Paris Saint-Germain,Goalkeeper,Ligue 1,2021/2022
Kylian Mbappé Lottin,926.0,754.0,0.8142548596112311,36.0,155.0,146.0,145.0,0.9931506849315068,290.72366927896536,203.9342731155684,75.00099532148418,83.67256495694987,62.214285714285715,53.0,13676.502793595455,3080.6,0.22524764162974534,132.0,94.0,15.2203439025,0.16191855215425532,466.0,4.0,42.27222710250028,2053,40.594252313687285,33.05406721870433,1.5781782756941063,6.794934242571846,6.40038967364832,6.356551388212373,12.744827196837253,8.94012887501274,3.287915040883379,3.6680617857406177,2.323429128105212,599.5544332311695,135.04822211397953,5.786653677545056,4.120798830979055,0.6672337804310764,20.428641013151488,0.17535314174378958,Paris Saint-Germain,Center Forward,Ligue 1,2021/2022
Leandro Daniel Paredes,689.0,663.0,0.9622641509433962,68.0,28.0,20.0,19.0,0.95,129.05328126444914,28.469251749458074,41.54556034963506,31.548587687904792,48.285714285714285,76.0,13093.45249331987,4671.7,0.3567966510271793,29.0,6.0,0.23439310600000002,0.03906551766666667,3.0,2.0,68.66616056710072,620,100.01612903225806,96.24193548387096,9.870967741935484,4.064516129032258,2.903225806451613,2.758064516129032,18.73354082871036,4.13263331846972,6.03080714752767,4.5796336966313405,11.032258064516128,1900.662458707723,678.15,4.209677419354839,0.8709677419354839,0.03402480570967742,0.43548387096774194,0.2903225806451613,Paris Saint-Germain,Center Defensive Midfield,Ligue 1,2021/2022
Lionel Andrés Messi Cuccittini,1665.0,1412.0,0.848048048048048,198.0,176.0,147.0,144.0,0.9795918367346939,324.4757662103003,161.53353979960386,97.91353633079429,98.75199117621112,64.43478260869566,159.0,28830.792640925356,12352.8,0.42845856351743794,142.0,89.0,9.263612411,0.10408553270786518,276.0,6.0,50.13181378533503,2244,66.77807486631016,56.63101604278075,7.9411764705882355,7.0588235294117645,5.89572192513369,5.7754010695187175,13.013733938915788,6.478617906401225,3.927013489202979,3.9606413573346706,6.377005347593584,1156.3152128713377,495.4331550802139,5.695187165775401,3.56951871657754,0.3715352571256685,11.06951871657754,0.24064171122994651,Paris Saint-Germain,Right Wing,Ligue 1,2021/2022
Marco Verratti,1633.0,1507.0,0.9228413962033069,128.0,85.0,103.0,100.0,0.970873786407767,601.842082011921,168.12119356229482,153.85662180767474,69.64289923036337,52.481395348837204,131.0,27045.97360326582,9953.0,0.3680030212999309,80.0,4.0,0.36863441,0.0921586025,46.0,4.0,64.03635535403184,1551,94.75822050290135,87.44680851063829,7.427466150870406,4.932301740812379,5.976789168278531,5.8027079303675055,34.92313822119464,9.755581831467785,8.927850395029482,4.041174036578146,7.601547388781431,1569.3988551218076,577.5435203094777,4.6421663442940035,0.23210831721470018,0.021390778143133463,2.6692456479690523,0.23210831721470018,Paris Saint-Germain,Left Center Midfield,Ligue 1,2021/2022
Marcos Aoás Corrêa,1720.0,1607.0,0.9343023255813954,94.0,135.0,18.0,17.0,0.9444444444444444,317.3981361083867,34.38676226975209,57.216372450855516,32.77557708275673,26.013422818791945,267.0,38058.86624516873,15415.4,0.40504096734507594,105.0,14.0,2.127977437,0.15199838835714288,64.0,43.0,78.39144748561966,2234,69.29274843330349,64.74037600716204,3.7869292748433305,5.4386750223813785,0.7251566696508506,0.684870188003581,12.786854185208059,1.385321667089386,2.3050463386647255,1.320412684623145,10.75649059982095,1533.2578165018735,621.0322291853178,4.230080572963295,0.5640107430617726,0.08572872396150404,2.5783348254252463,1.7323187108325873,Paris Saint-Germain,Right Center Back,Ligue 1,2021/2022
Mauro Emanuel Icardi Rivero,52.0,43.0,0.8269230769230769,0.0,4.0,17.0,17.0,1.0,104.36298361706427,69.67068450522271,22.60597036261567,8.455855052121779,46.095238095238095,3.0,686.606861039762,103.79999999999998,0.15117821549701765,3.0,15.0,2.5792342545999998,0.17194895030666665,117.0,1.0,31.888007762543843,421,11.116389548693586,9.192399049881235,0.0,0.8551068883610452,3.634204275534442,3.634204275534442,22.31037654521564,14.893970559311267,4.832630243789573,1.8076649755129692,0.6413301662707839,146.78056411776384,22.190023752969118,0.6413301662707839,3.2066508313539193,0.5513802444513063,25.011876484560567,0.2137767220902613,Paris Saint-Germain,Center Forward,Ligue 1,2021/2022
Neymar da Silva Santos Junior,1090.0,892.0,0.818348623853211,87.0,130.0,131.0,125.0,0.9541984732824428,379.29824546092,180.64212748366168,130.26832395823374,80.47029347367665,60.18695652173913,71.0,16993.968875566683,6259.0,0.3683071356567544,129.0,43.0,9.920031271,0.23069840165116276,208.0,4.0,50.66949339980326,1542,63.61867704280156,52.06225680933853,5.0778210116731515,7.587548638132296,7.64591439688716,7.295719844357977,22.138029890715174,10.543314833676753,7.603209569546716,4.696709735817703,4.143968871595331,991.8658876789893,365.3112840466926,7.529182879377432,2.509727626459144,0.578990152003891,12.140077821011673,0.23346303501945526,Paris Saint-Germain,Left Wing,Ligue 1,2021/2022
Nuno Mendes,878.0,769.0,0.8758542141230068,52.0,46.0,26.0,25.0,0.9615384615384616,280.3583859203003,50.42179678664365,53.2585963111856,46.1342325501726,36.66276595744681,57.0,14359.063232885239,4384.900000000001,0.3053750741871286,40.0,6.0,0.15553469069999998,0.025922448449999996,33.0,6.0,62.79041428803207,1335,59.19101123595506,51.842696629213485,3.50561797752809,3.101123595505618,1.752808988764045,1.6853932584269664,18.900565342941594,3.3992222552793465,3.5904671670462203,3.1101729809105123,3.842696629213483,968.0267348012521,295.6112359550562,2.696629213483146,0.40449438202247195,0.010485484766292134,2.2247191011235956,0.40449438202247195,Paris Saint-Germain,Left Back,Ligue 1,2021/2022
Presnel Kimpembe,1389.0,1344.0,0.9676025917926566,89.0,84.0,18.0,18.0,1.0,190.59086079236047,18.860402153480287,34.731380724883046,26.57902411386224,26.92892561983471,138.0,25811.66990930945,10204.1,0.3953289359368301,87.0,6.0,1.098887119,0.18314785316666668,21.0,34.0,76.15092771337642,1762,70.9477866061294,68.64926220204313,4.545970488081725,4.290578887627696,0.9194097616345063,0.9194097616345063,9.735060993934416,0.963357658236791,1.7740205818612225,1.3576119013891041,7.048808172531214,1318.416737705931,521.2082860385925,4.443813847900113,0.3064699205448354,0.056129308007945515,1.072644721906924,1.7366628830874007,Paris Saint-Germain,Left Center Back,Ligue 1,2021/2022
Sergio Ramos García,706.0,665.0,0.9419263456090652,76.0,49.0,7.0,7.0,1.0,118.98519319685886,7.156420801211879,26.090820384189968,22.707928861331645,34.68703703703704,165.0,16825.305215834014,7025.6,0.4175615187882788,59.0,11.0,1.585854967,0.14416863336363636,27.0,14.0,75.51544575971455,731,86.92202462380301,81.87414500683995,9.357045143638851,6.032831737346101,0.8618331053351573,0.8618331053351573,14.64933979167893,0.881091480313364,3.2122761074926087,2.7957778351844706,20.31463748290014,2071.515006053435,864.984952120383,7.264021887824898,1.3543091655266757,0.19524890154582764,3.3242134062927495,1.7236662106703147,Paris Saint-Germain,Left Center Back,Ligue 1,2021/2022
Thilo Kehrer,611.0,578.0,0.9459901800327333,17.0,12.0,9.0,9.0,1.0,185.5751092133838,36.11957006107294,36.81559009519819,15.60365211386774,37.84074074074074,39.0,10392.427913777132,3179.7,0.3059631518622039,10.0,3.0,0.195178035,0.065059345,21.0,15.0,73.98786881072283,890,61.78651685393258,58.449438202247194,1.7191011235955056,1.2134831460674158,0.9101123595505617,0.9101123595505617,18.766022280005103,3.6525407926927693,3.7229248410874574,1.5778974047731422,3.943820224719101,1050.919676674092,321.5426966292134,1.0112359550561798,0.30337078651685395,0.019737104662921348,2.1235955056179776,1.5168539325842696,Paris Saint-Germain,Right Back,Ligue 1,2021/2022
Ángel Fabián Di María Hernández,998.0,766.0,0.7675350701402806,55.0,127.0,50.0,49.0,0.98,349.5845662118522,179.05595752964499,73.79969515861124,65.07944679391483,54.56585365853658,99.0,18570.859166430364,5758.6,0.3100879689190439,109.0,44.0,4.662203354,0.10595916713636364,157.0,0.0,51.26877204662361,1404,63.97435897435897,49.1025641025641,3.5256410256410255,8.14102564102564,3.2051282051282053,3.141025641025641,22.40926706486232,11.477945995490064,4.730749689654567,4.171759409866334,6.346153846153846,1190.4396901557925,369.14102564102564,6.987179487179488,2.8205128205128207,0.2988591893589744,10.064102564102564,0.0,Paris Saint-Germain,Right Wing,Ligue 1,2021/2022
Achraf Hakimi Mouh,1358.0,1219.0,0.8976435935198822,40.0,129.0,78.0,76.0,0.9743589743589743,523.9980120100179,169.88565643946063,138.46559310644122,67.11839374458387,42.323076923076925,37.0,18470.88002207428,4668.9,0.25277084764885405,101.0,16.0,2.391744831,0.1494840519375,178.0,10.0,60.33531684118933,1987,61.50981378963261,55.21389028686462,1.8117765475591343,5.842979365878208,3.5329642677403124,3.442375440362355,23.734182728184,7.69487120259258,6.2717178558528985,3.040088292406919,1.6758933064921993,836.6276809193183,211.47508807247104,4.5747357825868145,0.7247106190236537,0.10833267981378962,8.062405636638148,0.4529441368897836,Paris Saint-Germain,Right Wing Back,Ligue 1,2022/2023
Carlos Soler Barragán,505.0,434.0,0.8594059405940594,22.0,18.0,53.0,52.0,0.9811320754716981,351.3086349057342,115.05101989118303,63.190772105701164,31.181196461837192,49.98823529411764,18.0,7541.590099532712,2238.9,0.29687373225690505,18.0,8.0,1.0063443460000001,0.12579304325000001,71.0,2.0,51.937984280517675,960,47.34375,40.6875,2.0625,1.6875,4.96875,4.875,32.935184522412584,10.786033114798409,5.924134884909485,2.923237168297237,1.6875,707.0240718311918,209.89687500000002,1.6875,0.75,0.09434478243750001,6.65625,0.1875,Paris Saint-Germain,Right Center Midfield,Ligue 1,2022/2023
Danilo Luís Hélio Pereira,1763.0,1668.0,0.9461145774248441,138.0,118.0,47.0,44.0,0.9361702127659575,191.05675809293936,14.004404296929744,47.34363710442546,54.54501091656568,30.334453781512607,147.0,32342.798972986286,12997.3,0.401860705094069,111.0,15.0,1.7172463119999999,0.11448308746666666,44.0,34.0,71.7353724407916,2113,75.09228584950307,71.0459062943682,5.877898722195931,5.026029342167534,2.0018930430667297,1.8741126360624705,8.137770103343371,0.596496160304627,2.0165297394218133,2.323261231656844,6.261239943208708,1377.592005475043,553.6000946521533,4.727875059157595,0.6389020350212967,0.07314347755797444,1.8741126360624705,1.4481779460482727,Paris Saint-Germain,Left Center Back,Ligue 1,2022/2023
El Chadaille Bitshiabu,361.0,337.0,0.9335180055401662,23.0,8.0,13.0,13.0,1.0,74.49346285278865,4.423439157064496,7.037548922489162,4.6068109626919895,25.77857142857143,45.0,7183.730391823357,2757.1,0.3837978111119228,7.0,0.0,0.0,0.0,4.0,6.0,78.24856315602169,488,66.57786885245902,62.15163934426229,4.241803278688525,1.4754098360655739,2.3975409836065573,2.3975409836065573,13.738548476948726,0.8157982051963208,1.2979086127541486,0.8496167759063096,8.299180327868854,1324.8683099674224,508.48155737704917,1.290983606557377,0.0,0.0,0.7377049180327869,1.1065573770491803,Paris Saint-Germain,Left Center Back,Ligue 1,2022/2023
Fabián Ruiz Peña,1488.0,1370.0,0.9206989247311828,110.0,50.0,93.0,92.0,0.989247311827957,554.8587004145807,154.71555428279083,147.59707120708183,54.998057650081925,43.474999999999994,120.0,24248.665216408834,7045.8,0.2905644470373642,51.0,18.0,1.687911613,0.09377286738888889,84.0,6.0,62.32594590799172,1614,82.97397769516728,76.39405204460967,6.133828996282529,2.788104089219331,5.185873605947955,5.130111524163569,30.940076231296317,8.62726139123369,8.230319955785232,3.0668061886662787,6.691449814126394,1352.1560529596004,392.88847583643127,2.843866171003717,1.003717472118959,0.09412146540892193,4.684014869888476,0.33457249070631967,Paris Saint-Germain,Left Center Midfield,Ligue 1,2022/2023
Gianluigi Donnarumma,779.0,675.0,0.8664955070603337,1.0,13.0,54.0,54.0,1.0,1.2057408625727406,0.0,1.2057408625727406,0.0,0.0,117.0,19681.510603300623,13000.3,0.6605336481550266,7.0,0.0,0.0,0.0,0.0,0.0,110.55501535489611,2976,23.558467741935484,20.413306451612904,0.03024193548387097,0.39314516129032256,1.6330645161290325,1.6330645161290325,0.03646393737619175,0.0,0.03646393737619175,0.0,3.538306451612903,595.2069738901398,393.15423387096774,0.21169354838709678,0.0,0.0,0.0,0.0,Paris Saint-Germain,Goalkeeper,Ligue 1,2022/2023
Hugo Ekitike,232.0,187.0,0.8060344827586207,7.0,24.0,50.0,48.0,0.96,206.66886728038378,102.67204412497438,51.0524764851772,43.24075801923685,59.42285714285715,8.0,2996.807113480772,754.7,0.2518346931989964,37.0,19.0,2.439236113,0.12838084805263159,116.0,7.0,42.12086336743245,823,25.370595382746053,20.449574726609963,0.7654921020656136,2.6245443499392467,5.467800729040097,5.249088699878493,22.600483663711472,11.227805554371438,5.5828953628990865,4.7286369644365935,0.8748481166464155,327.7188823976543,82.53098420413124,4.046172539489672,2.077764277035237,0.2667451399392467,12.685297691373027,0.7654921020656136,Paris Saint-Germain,Center Forward,Ligue 1,2022/2023
Juan Bernat Velasco,846.0,781.0,0.9231678486997635,19.0,44.0,36.0,35.0,0.9722222222222222,259.8323970331735,46.71192803386202,57.41150514566023,40.72942279935222,31.453225806451613,29.0,12322.431197583395,2616.9,0.21236880596364877,43.0,6.0,0.569779905,0.09496331749999999,116.0,8.0,63.48797776020654,1419,53.65750528541226,49.53488372093023,1.2050739957716703,2.7906976744186047,2.2832980972515857,2.2198731501057085,16.479856048615655,2.9627015666297263,3.6413216794287675,2.583261488331008,1.8393234672304442,781.5495474154374,165.97674418604652,2.7272727272727275,0.3805496828752643,0.036138260359408036,7.357293868921777,0.507399577167019,Paris Saint-Germain,Left Wing Back,Ligue 1,2022/2023
Kylian Mbappé Lottin,1157.0,958.0,0.8280034572169404,44.0,175.0,194.0,191.0,0.9845360824742269,279.2136565198366,184.69530644025534,54.97441906074124,75.56232811424186,72.15384615384616,56.0,16700.57128144358,4125.3,0.24701550207349635,146.0,128.0,23.2988720253,0.18202243769765625,601.0,8.0,41.7124537812503,2460,42.329268292682926,35.048780487804876,1.6097560975609757,6.402439024390244,7.097560975609756,6.98780487804878,10.215133775115973,6.757145357570317,2.0112592339295574,2.764475418813727,2.048780487804878,610.9965102967163,150.92560975609757,5.341463414634147,4.682926829268292,0.8523977570231707,21.98780487804878,0.2926829268292683,Paris Saint-Germain,Left Center Forward,Ligue 1,2022/2023
Lionel Andrés Messi Cuccittini,2049.0,1654.0,0.8072230356271352,204.0,182.0,244.0,240.0,0.9836065573770492,360.54034718380916,207.63672798456355,115.61021383786662,151.7847473263773,75.55555555555556,188.0,35747.98410247979,14639.4,0.4095167984307256,172.0,129.0,13.8666874925,0.10749370149224807,366.0,4.0,48.73872049500252,2929,62.96005462615228,50.82280641857289,6.268350973028337,5.592352338682144,7.497439399112325,7.3745305565039265,11.078399196498063,6.380097479894408,3.5523793941304187,4.6639219048733205,5.776715602594742,1098.4358379048076,449.8279276203482,5.285080232161147,3.9638101741208605,0.4260846276288836,11.246159098668487,0.12290884260839878,Paris Saint-Germain,Right Center Forward,Ligue 1,2022/2023
Marco Verratti,2140.0,1982.0,0.9261682242990654,158.0,105.0,126.0,123.0,0.9761904761904762,660.6179979085161,139.54517472882617,156.589931714313,67.04454922791055,49.35254237288136,166.0,35743.81588080319,14598.1,0.40840910910802203,86.0,5.0,0.449078025,0.08981560499999999,42.0,16.0,64.37235828541694,1885,102.17506631299734,94.631299734748,7.543766578249337,5.013262599469496,6.015915119363395,5.872679045092839,31.541442870963632,6.6626343371853345,7.476442363017596,3.201066010881671,7.925729442970822,1706.601288738614,696.9915119363395,4.106100795755968,0.23872679045092837,0.021441391114058354,2.0053050397877983,0.7639257294429708,Paris Saint-Germain,Center Defensive Midfield,Ligue 1,2022/2023
Marcos Aoás Corrêa,1728.0,1646.0,0.9525462962962963,70.0,80.0,34.0,34.0,1.0,279.3780684352673,30.494849346566276,59.28530543080956,29.97169953770462,32.73134328358209,165.0,32846.43387937285,12117.3,0.3689076276742941,65.0,16.0,2.133325072,0.133332817,76.0,37.0,75.20297520581519,2250,69.12,65.84,2.8,3.2,1.36,1.36,11.175122737410693,1.219793973862651,2.3714122172323826,1.1988679815081849,6.6,1313.8573551749141,484.69199999999995,2.6,0.64,0.08533300288,3.0399999999999996,1.4800000000000002,Paris Saint-Germain,Center Back,Ligue 1,2022/2023
Neymar da Silva Santos Junior,1022.0,830.0,0.812133072407045,92.0,113.0,100.0,96.0,0.96,284.5288585146785,120.24401580954995,66.6379686507249,68.0847568102649,62.45217391304348,69.0,16679.3730714511,7092.2,0.42520782823301767,110.0,33.0,7.399329497,0.22422210596969697,158.0,1.0,52.695165994965315,1295,71.02702702702703,57.683397683397686,6.3938223938223935,7.853281853281853,6.949806949806949,6.671814671814672,19.77420638325951,8.35672696745907,4.631210176498255,4.731759160558951,4.795366795366795,1159.1842289039375,492.8942084942085,7.644787644787645,2.2934362934362933,0.5142391156216216,10.980694980694981,0.0694980694980695,Paris Saint-Germain,Left Attacking Midfield,Ligue 1,2022/2023
Nordi Mukiele Mulere,503.0,444.0,0.882703777335984,14.0,22.0,15.0,14.0,0.9333333333333333,184.89971123379445,35.94345612834683,41.1920389440401,17.13927279243198,42.734848484848484,31.0,8226.896288762993,2757.4,0.33516892680004917,19.0,7.0,0.81318866,0.11616980857142857,50.0,21.0,68.77873793392594,894,50.63758389261744,44.69798657718121,1.4093959731543624,2.214765100671141,1.5100671140939597,1.4093959731543624,18.614064889308167,3.6184687377530365,4.146849558124842,1.7254301468891258,3.1208053691275173,828.2110357815094,277.59060402684565,1.9127516778523492,0.7046979865771812,0.08186463020134228,5.033557046979865,2.1140939597315436,Paris Saint-Germain,Right Center Back,Ligue 1,2022/2023
Nuno Mendes,890.0,768.0,0.8629213483146068,43.0,95.0,58.0,57.0,0.9827586206896551,317.7787846937369,90.6144136187423,74.24956377056424,68.41950191458585,35.64891304347826,47.0,13977.955149807105,4316.1,0.3087790705967147,72.0,10.0,1.328122138,0.1328122138,138.0,8.0,56.58421368060768,1524,52.55905511811024,45.354330708661415,2.5393700787401574,5.610236220472441,3.425196850393701,3.366141732283465,18.76646366301596,5.351244898744625,4.384816758104187,4.040521766609401,2.7755905511811023,825.4697923114433,254.88779527559058,4.251968503937007,0.5905511811023622,0.07843240972440944,8.149606299212598,0.47244094488188976,Paris Saint-Germain,Left Wing Back,Ligue 1,2022/2023
Presnel Kimpembe,493.0,463.0,0.9391480730223124,26.0,23.0,9.0,9.0,1.0,129.87491764010983,13.354062378397213,24.566219780217768,9.111870805687166,37.154,33.0,7848.11872933087,3510.6,0.44731739173106433,18.0,4.0,0.4643195,0.116079875,16.0,14.0,75.35838792933242,742,59.79784366576819,56.159029649595695,3.1536388140161726,2.789757412398922,1.091644204851752,1.091644204851752,15.753022355269387,1.6197649785117914,2.9797301620210233,1.1052134400429177,4.002695417789758,951.9281477625044,425.81401617250674,2.183288409703504,0.48517520215633425,0.05631907681940701,1.940700808625337,1.6981132075471697,Paris Saint-Germain,Left Center Back,Ligue 1,2022/2023
Renato Júnior Luz Sanches,643.0,587.0,0.9129082426127527,51.0,67.0,34.0,33.0,0.9705882352941176,199.55382361643544,36.18638479959349,43.32435045148925,26.382922590169912,46.58965517241379,51.0,11120.407312174244,3509.1,0.31555498836435214,64.0,14.0,1.166399606,0.08331425757142856,34.0,6.0,61.412025342326785,729,79.38271604938271,72.46913580246914,6.296296296296297,8.271604938271604,4.197530864197531,4.074074074074074,24.636274520547584,4.4674549135300605,5.348685240924599,3.257150937058014,6.296296296296297,1372.88979162645,433.22222222222223,7.901234567901234,1.7283950617283952,0.14399995135802468,4.197530864197531,0.7407407407407408,Paris Saint-Germain,Left Center Midfield,Ligue 1,2022/2023
Sergio Ramos García,2058.0,1950.0,0.9475218658892128,160.0,121.0,34.0,32.0,0.9411764705882353,274.963582866564,17.119455155405664,34.604057608270956,42.98039798487975,30.255307262569833,327.0,44402.88118765557,16840.1,0.3792569209378627,119.0,15.0,1.3557402073,0.09038268048666667,65.0,57.0,75.02115451884177,2342,79.0862510674637,74.93595217762596,6.1485909479077705,4.649871904355252,1.3065755764304012,1.2297181895815543,10.566491228860274,0.6578782937602519,1.3297887210693364,1.6516805374206565,12.566182749786506,1706.3447083215206,647.1430401366352,4.5730145175064045,0.5764304013663536,0.05209932478949615,2.497865072587532,2.1904355251921435,Paris Saint-Germain,Right Center Back,Ligue 1,2022/2023
Vitor Machado Ferreira,1600.0,1494.0,0.93375,120.0,103.0,113.0,113.0,1.0,605.7025432326443,167.91061814591222,184.80867865663222,101.5893827220948,49.88035714285714,101.0,25058.10643843124,6798.8,0.2713213792392861,98.0,25.0,1.907531726,0.07630126904,71.0,4.0,59.673755150431134,2110,68.24644549763033,63.725118483412324,5.118483412322274,4.393364928909953,4.819905213270142,4.819905213270142,25.835653502814214,7.162064281105261,7.88283463464308,4.333196419425844,4.308056872037914,1068.829184577636,289.9962085308057,4.180094786729858,1.066350710900474,0.08136391248341232,3.028436018957346,0.17061611374407584,Paris Saint-Germain,Right Center Midfield,Ligue 1,2022/2023
Warren Zaire Emery,490.0,457.0,0.9326530612244898,26.0,33.0,25.0,25.0,1.0,333.61109409895835,61.749933788577984,60.297044693984695,18.2667893669102,39.38666666666667,25.0,7343.683177472355,1606.5,0.21875943735265363,37.0,7.0,0.684410834,0.09777297628571428,39.0,7.0,60.376457911835516,794,55.541561712846345,51.80100755667507,2.947103274559194,3.7405541561712843,2.8337531486146097,2.8337531486146097,37.814859532627516,6.99936277200506,6.834677610149399,2.0705428753424657,2.8337531486146097,832.407413063617,182.0969773299748,4.193954659949623,0.7934508816120907,0.07757805423173804,4.420654911838791,0.7934508816120907,Paris Saint-Germain,Right Wing Back,Ligue 1,2022/2023
Ashley Cole,1850.0,1576.0,0.8518918918918919,110.0,96.0,100.0,99.0,0.99,438.22820715144445,50.68554378459642,108.12109261293567,65.38104157764135,30.049013157894734,125.0,32325.7818668449,15698.9,0.4856464126580541,82.0,10.0,0.46021431349999997,0.046021431349999996,93.0,55.0,69.81836537154135,2922,56.98151950718686,48.54209445585215,3.3880903490759753,2.9568788501026697,3.0800821355236137,3.049281314168378,13.497788721297056,1.5611563794023537,3.3302184583039733,2.0137897816521977,3.8501026694045173,995.6606324490216,483.5390143737166,2.5256673511293637,0.3080082135523614,0.014174978855236138,2.864476386036961,1.6940451745379876,Arsenal,Left Back,Premier League,2003/2004
Dennis Bergkamp,885.0,679.0,0.7672316384180791,65.0,66.0,131.0,129.0,0.9847328244274809,361.6255607454887,110.78410371126263,107.2487325639282,58.935301714786725,69.43108108108108,76.0,17273.621356618347,6745.5,0.39050873356185256,58.0,45.0,4.13587056,0.09190823466666666,154.0,18.0,49.77241694096401,1792,44.447544642857146,34.1015625,3.264508928571429,3.314732142857143,6.579241071428572,6.478794642857142,18.16199802851227,5.5639337801415385,5.38637607742943,2.959920287014958,3.816964285714286,867.536786883734,338.7806919642857,2.912946428571429,2.260044642857143,0.20771671339285713,7.734375,0.9040178571428572,Arsenal,Right Center Forward,Premier League,2003/2004
Eduardo César Daude Gaspar,967.0,801.0,0.828335056876939,70.0,55.0,73.0,70.0,0.958904109589041,351.63379042266814,29.657599760216534,91.70142114174726,53.720055302970096,43.37322834645669,112.0,19297.76311178455,7823.6,0.40541486361299406,41.0,25.0,1.2981507646000001,0.051926030584000006,38.0,20.0,62.413466381401754,1558,55.86007702182285,46.27086007702182,4.043645699614891,3.177150192554557,4.2169448010269575,4.043645699614891,20.312606635455797,1.7132117961614173,5.297257960691433,3.1032124372704164,6.469833119383826,1114.7616688450637,451.9409499358152,2.3684210526315788,1.4441591784338896,0.07498945366752248,2.1951219512195124,1.1553273427471118,Arsenal,Left Defensive Midfield,Premier League,2003/2004
Fredrik Ljungberg,958.0,766.0,0.7995824634655533,82.0,155.0,122.0,119.0,0.9754098360655737,446.05151436545884,90.83540449251475,102.12035049944994,97.95762142310535,54.39705882352941,57.0,16408.561710624846,6160.7,0.3754564299204136,148.0,49.0,5.366283488,0.1095159895510204,192.0,17.0,53.11168523370328,2252,38.285968028419184,30.61278863232682,3.27708703374778,6.19449378330373,4.875666074600355,4.755772646536412,17.82621505012935,3.6301893447274995,4.081186298823488,3.9148250124686865,2.27797513321492,655.7595710285241,246.20914742451154,5.91474245115453,1.958259325044405,0.21446070777975132,7.673179396092363,0.6793960923623446,Arsenal,Right Midfield,Premier League,2003/2004
